Sample in Buffer,Sample in Window,TRIGGER,responses[127:0],done_sig,count_a[31:0],count_b[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX
0,0,1,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
1,1,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
2,2,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
3,3,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
4,4,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
5,5,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
6,6,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
7,7,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
8,8,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
9,9,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
10,10,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
11,11,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
12,12,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
13,13,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
14,14,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
15,15,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
16,16,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
17,17,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
18,18,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
19,19,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
20,20,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
21,21,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
22,22,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
23,23,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
24,24,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
25,25,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
26,26,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
27,27,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
28,28,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
29,29,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
30,30,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
31,31,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
32,32,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
33,33,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
34,34,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
35,35,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
36,36,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
37,37,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
38,38,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
39,39,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
40,40,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
41,41,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
42,42,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
43,43,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
44,44,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
45,45,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
46,46,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
47,47,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
48,48,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
49,49,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
50,50,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
51,51,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
52,52,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
53,53,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
54,54,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
55,55,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
56,56,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
57,57,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
58,58,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
59,59,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
60,60,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
61,61,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
62,62,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
63,63,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
64,64,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
65,65,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
66,66,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
67,67,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
68,68,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
69,69,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
70,70,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
71,71,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
72,72,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
73,73,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
74,74,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
75,75,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
76,76,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
77,77,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
78,78,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
79,79,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
80,80,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
81,81,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
82,82,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
83,83,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
84,84,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
85,85,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
86,86,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
87,87,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
88,88,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
89,89,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
90,90,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
91,91,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
92,92,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
93,93,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
94,94,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
95,95,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
96,96,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
97,97,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
98,98,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
99,99,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
100,100,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
101,101,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
102,102,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
103,103,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
104,104,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
105,105,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
106,106,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
107,107,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
108,108,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
109,109,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
110,110,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
111,111,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
112,112,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
113,113,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
114,114,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
115,115,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
116,116,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
117,117,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
118,118,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
119,119,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
120,120,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
121,121,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
122,122,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
123,123,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
124,124,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
125,125,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
126,126,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
127,127,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
128,128,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
129,129,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
130,130,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
131,131,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
132,132,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
133,133,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
134,134,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
135,135,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
136,136,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
137,137,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
138,138,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
139,139,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
140,140,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
141,141,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
142,142,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
143,143,0,4ff9a0bbd988c940b474f0b4e3d1657f,1,0004b816,00068c8b
