Sample in Buffer,Sample in Window,TRIGGER,responses[127:0],done_sig,count_a[31:0],count_b[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX
0,0,1,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
1,1,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
2,2,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
3,3,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
4,4,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
5,5,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
6,6,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
7,7,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
8,8,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
9,9,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
10,10,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
11,11,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
12,12,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
13,13,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
14,14,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
15,15,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
16,16,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
17,17,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
18,18,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
19,19,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
20,20,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
21,21,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
22,22,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
23,23,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
24,24,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
25,25,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
26,26,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
27,27,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
28,28,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
29,29,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
30,30,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
31,31,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
32,32,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
33,33,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
34,34,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
35,35,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
36,36,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
37,37,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
38,38,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
39,39,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
40,40,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
41,41,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
42,42,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
43,43,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
44,44,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
45,45,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
46,46,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
47,47,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
48,48,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
49,49,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
50,50,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
51,51,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
52,52,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
53,53,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
54,54,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
55,55,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
56,56,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
57,57,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
58,58,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
59,59,0,0bb9e0bbd988c942b47cf0f4e7d5657f,1,0004e47e,0006605f
