Sample in Buffer,Sample in Window,TRIGGER,responses[127:0],done_sig,count_a[31:0],count_b[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX
0,0,1,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
1,1,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
2,2,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
3,3,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
4,4,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
5,5,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
6,6,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
7,7,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
8,8,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
9,9,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
10,10,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
11,11,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
12,12,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
13,13,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
14,14,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
15,15,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
16,16,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
17,17,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
18,18,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
19,19,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
20,20,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
21,21,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
22,22,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
23,23,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
24,24,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
25,25,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
26,26,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
27,27,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
28,28,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
29,29,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
30,30,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
31,31,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
32,32,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
33,33,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
34,34,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
35,35,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
36,36,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
37,37,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
38,38,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
39,39,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
40,40,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
41,41,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
42,42,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
43,43,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
44,44,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
45,45,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
46,46,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
47,47,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
48,48,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
49,49,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
50,50,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
51,51,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
52,52,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
53,53,0,f42a7ea2f9485ebf29c0ff7e625e0c40,1,000205f0,000085a4
