Sample in Buffer,Sample in Window,TRIGGER,responses[127:0],done_sig,count_a[31:0],count_b[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX
0,0,1,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
1,1,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
2,2,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
3,3,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
4,4,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
5,5,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
6,6,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
7,7,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
8,8,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
9,9,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
10,10,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
11,11,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
12,12,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
13,13,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
14,14,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
15,15,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
16,16,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
17,17,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
18,18,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
19,19,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
20,20,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
21,21,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
22,22,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
23,23,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
24,24,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
25,25,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
26,26,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
27,27,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
28,28,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
29,29,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
30,30,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
31,31,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
32,32,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
33,33,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
34,34,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
35,35,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
36,36,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
37,37,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
38,38,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
39,39,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
40,40,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
41,41,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
42,42,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
43,43,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
44,44,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
45,45,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
46,46,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
47,47,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
48,48,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
49,49,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
50,50,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
51,51,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
52,52,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
53,53,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
54,54,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
55,55,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
56,56,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
57,57,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
58,58,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
59,59,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
60,60,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
61,61,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
62,62,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
63,63,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
64,64,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
65,65,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
66,66,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
67,67,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
68,68,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
69,69,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
70,70,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
71,71,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
72,72,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
73,73,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
74,74,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
75,75,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
76,76,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
77,77,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
78,78,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
79,79,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
80,80,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
81,81,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
82,82,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
83,83,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
84,84,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
85,85,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
86,86,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
87,87,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
88,88,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
89,89,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
90,90,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
91,91,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
92,92,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
93,93,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
94,94,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
95,95,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
96,96,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
97,97,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
98,98,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
99,99,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
100,100,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
101,101,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
102,102,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
103,103,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
104,104,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
105,105,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
106,106,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
107,107,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
108,108,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
109,109,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
110,110,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
111,111,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
112,112,0,f42e76a2f9585ebf29c0af7e725e0c40,1,0001eb22,00006297
